               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  15,             0.05245,            0.010206,                   0,             0.18077,            0.093897,             0.03672,            0.015749,                 nan,                 nan,                   0,            0.008614,            0.008614,            0.008614
                  16,            0.053867,            0.010462,                   0,             0.30695,            0.079812,            0.054232,            0.023416,                 nan,                 nan,                   0,            0.008515,            0.008515,            0.008515
                  17,            0.050777,            0.010128,                   0,              0.2775,            0.093897,            0.052528,             0.02495,                 nan,                 nan,                   0,            0.008416,            0.008416,            0.008416
                  18,            0.051526,           0.0097717,                   0,             0.25873,            0.098592,            0.067254,            0.022718,                 nan,                 nan,                   0,            0.008317,            0.008317,            0.008317
                  19,            0.047721,           0.0094651,                   0,             0.44765,            0.098592,            0.074876,            0.031021,                 nan,                 nan,                   0,            0.008218,            0.008218,            0.008218
                  20,            0.048654,           0.0089545,                   0,             0.57495,            0.098592,            0.082383,            0.044728,                 nan,                 nan,                   0,            0.008119,            0.008119,            0.008119
                  21,            0.046561,           0.0091017,                   0,             0.45189,            0.098592,            0.082827,            0.036336,                 nan,                 nan,                   0,             0.00802,             0.00802,             0.00802
                  22,             0.04879,           0.0093048,                   0,             0.72549,            0.093897,            0.096248,            0.055035,                 nan,                 nan,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.044123,           0.0091724,                   0,             0.51028,            0.093897,            0.076515,            0.046492,                 nan,                 nan,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.042799,           0.0094117,                   0,             0.56523,            0.093897,            0.091296,            0.062672,                 nan,                 nan,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.041134,           0.0089568,                   0,             0.61805,            0.098592,            0.081133,            0.046808,                 nan,                 nan,                   0,            0.007624,            0.007624,            0.007624
                  26,             0.04428,           0.0086994,                   0,             0.97753,            0.098592,            0.098254,            0.066288,                 nan,                 nan,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.039777,           0.0083379,                   0,             0.74359,            0.098592,            0.098055,            0.070832,                 nan,                 nan,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.039089,           0.0086387,                   0,             0.98183,            0.098592,            0.098122,            0.066459,                 nan,                 nan,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.037632,           0.0086571,                   0,             0.76329,            0.098592,            0.096731,            0.055268,                 nan,                 nan,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.037205,            0.008188,                   0,             0.81892,            0.098592,            0.097015,            0.062846,                 nan,                 nan,                   0,            0.007129,            0.007129,            0.007129
                  31,             0.03709,           0.0079659,                   0,              0.9904,            0.098592,            0.098519,            0.058146,                 nan,                 nan,                   0,             0.00703,             0.00703,             0.00703
                  32,             0.03641,           0.0077979,                   0,             0.98226,            0.098592,            0.098743,              0.0668,                 nan,                 nan,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.036856,           0.0081111,                   0,             0.70311,            0.098592,            0.093393,            0.046966,                 nan,                 nan,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.037716,           0.0076513,                   0,             0.98979,            0.098592,            0.099058,            0.078438,                 nan,                 nan,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.034513,           0.0073906,                   0,             0.68267,            0.098592,            0.083172,            0.045511,                 nan,                 nan,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.035488,           0.0077244,                   0,             0.98942,            0.098592,            0.099036,             0.06284,                 nan,                 nan,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.034645,           0.0072955,                   0,             0.95029,            0.098592,            0.099121,            0.065534,                 nan,                 nan,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.036705,           0.0074297,                   0,              0.9843,            0.098592,            0.099242,            0.072949,                 nan,                 nan,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.032709,           0.0076828,                   0,             0.98159,            0.098592,            0.099725,            0.060494,                 nan,                 nan,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.034513,           0.0073459,                   0,             0.97811,            0.098592,            0.099702,            0.075662,                 nan,                 nan,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.033468,           0.0074687,                   0,              0.9766,            0.098592,              0.0997,            0.067284,                 nan,                 nan,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.032849,           0.0075342,                   0,             0.97546,            0.098592,            0.099456,            0.071349,                 nan,                 nan,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.032984,           0.0074218,                   0,             0.97319,            0.098592,            0.099519,             0.06842,                 nan,                 nan,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.032862,           0.0073146,                   0,              0.9781,            0.098592,            0.099688,            0.078044,                 nan,                 nan,                   0,            0.005743,            0.005743,            0.005743
                  45,             0.03052,           0.0069755,                   0,             0.93369,            0.098592,            0.099233,             0.07365,                 nan,                 nan,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.031681,           0.0071753,                   0,             0.98395,            0.098592,              0.0994,            0.075994,                 nan,                 nan,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.032515,            0.007302,                   0,             0.98351,            0.098592,            0.099845,            0.076111,                 nan,                 nan,                   0,            0.005446,            0.005446,            0.005446
                  48,             0.03021,           0.0074354,                   0,              0.9735,            0.098592,             0.10067,             0.06896,                 nan,                 nan,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.031258,           0.0069039,                   0,             0.94734,            0.098592,             0.10095,            0.079464,                 nan,                 nan,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.030466,           0.0070055,                   0,             0.93447,            0.098592,             0.10107,            0.069225,                 nan,                 nan,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.029831,           0.0072041,                   0,             0.95624,            0.098592,             0.10059,            0.076455,                 nan,                 nan,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.029858,           0.0070085,                   0,             0.97388,            0.098592,             0.10049,            0.079764,                 nan,                 nan,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.027958,           0.0066946,                   0,             0.97819,            0.098592,             0.10067,            0.080062,                 nan,                 nan,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.027626,           0.0069451,                   0,               0.982,            0.098592,              0.1007,            0.067853,                 nan,                 nan,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.029125,           0.0068314,                   0,             0.98926,            0.098592,             0.10076,            0.082939,                 nan,                 nan,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.028088,           0.0068916,                   0,               0.965,            0.098592,             0.10065,            0.078133,                 nan,                 nan,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.027061,            0.006921,                   0,             0.96268,            0.098592,             0.10089,            0.082613,                 nan,                 nan,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.029326,           0.0069019,                   0,             0.95737,            0.098592,             0.10124,            0.083319,                 nan,                 nan,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.027512,           0.0066596,                   0,             0.98704,            0.098592,             0.10126,            0.081635,                 nan,                 nan,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.029198,           0.0066118,                   0,              0.9874,            0.098592,              0.1011,            0.081314,                 nan,                 nan,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.024929,           0.0066584,                   0,             0.98698,            0.098592,             0.10131,            0.082252,                 nan,                 nan,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.026009,           0.0065862,                   0,             0.98895,            0.098592,             0.10119,            0.085155,                 nan,                 nan,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.026152,           0.0067029,                   0,              0.9868,            0.098592,              0.1014,             0.08117,                 nan,                 nan,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.025193,           0.0065929,                   0,             0.98611,            0.098592,              0.1021,            0.082331,                 nan,                 nan,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.027548,           0.0066904,                   0,             0.98677,            0.098592,             0.10241,            0.083196,                 nan,                 nan,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.024076,           0.0066722,                   0,             0.98677,            0.098592,               0.102,            0.082714,                 nan,                 nan,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.027902,           0.0065647,                   0,             0.98835,            0.098592,             0.10225,            0.085542,                 nan,                 nan,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.024666,           0.0063433,                   0,             0.98893,            0.098592,             0.10211,            0.083854,                 nan,                 nan,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.026486,           0.0065616,                   0,              0.9893,            0.098592,             0.10211,            0.087269,                 nan,                 nan,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.024734,           0.0065374,                   0,             0.98999,            0.098592,             0.10215,            0.086565,                 nan,                 nan,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.023355,           0.0065011,                   0,             0.98963,            0.098592,             0.10188,            0.085312,                 nan,                 nan,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.025549,           0.0064848,                   0,             0.98851,            0.098592,             0.10198,            0.087486,                 nan,                 nan,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.023649,           0.0064182,                   0,             0.98803,            0.098592,             0.10228,            0.089416,                 nan,                 nan,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.023332,           0.0063068,                   0,             0.98725,            0.098592,             0.10266,            0.086821,                 nan,                 nan,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.023317,           0.0063265,                   0,             0.98668,            0.098592,             0.10337,            0.083978,                 nan,                 nan,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.022482,           0.0060767,                   0,             0.98553,            0.098592,             0.10286,            0.082389,                 nan,                 nan,                   0,            0.002575,            0.002575,            0.002575
                  77,             0.02218,           0.0063124,                   0,             0.98598,            0.098592,             0.10238,            0.087044,                 nan,                 nan,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.023744,           0.0064971,                   0,             0.98739,            0.098592,             0.10242,            0.085741,                 nan,                 nan,                   0,            0.002377,            0.002377,            0.002377
                  79,             0.02128,           0.0058493,                   0,             0.98821,            0.098592,             0.10255,            0.089481,                 nan,                 nan,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.021047,           0.0059142,                   0,             0.98892,            0.098592,             0.10282,            0.083716,                 nan,                 nan,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.022307,           0.0060263,                   0,             0.98916,            0.098592,             0.10249,            0.087394,                 nan,                 nan,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.020783,           0.0056891,                   0,             0.98904,            0.098592,              0.1023,            0.085964,                 nan,                 nan,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.020868,           0.0058614,                   0,             0.98849,            0.098592,             0.10246,            0.087107,                 nan,                 nan,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.022177,           0.0062087,                   0,             0.98784,            0.098592,             0.10283,            0.086072,                 nan,                 nan,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.021744,           0.0060627,                   0,             0.98888,            0.098592,             0.10288,            0.088642,                 nan,                 nan,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.022715,           0.0058877,                   0,             0.98915,            0.098592,             0.10296,            0.086178,                 nan,                 nan,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.020961,           0.0059178,                   0,             0.98994,            0.098592,             0.10338,            0.091109,                 nan,                 nan,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.020499,           0.0059125,                   0,              0.9897,            0.098592,             0.10353,             0.08957,                 nan,                 nan,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.019635,           0.0059779,                   0,             0.98969,            0.098592,             0.10318,            0.088055,                 nan,                 nan,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.020196,           0.0058666,                   0,             0.98913,            0.098592,             0.10339,            0.089762,                 nan,                 nan,                   0,            0.001189,            0.001189,            0.001189
                  91,             0.01948,            0.005942,                   0,               0.988,            0.098592,             0.10377,            0.089213,                 nan,                 nan,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.019074,           0.0055765,                   0,             0.98696,            0.098592,             0.10345,            0.088972,                 nan,                 nan,                   0,            0.000991,            0.000991,            0.000991
                  93,             0.02153,           0.0059223,                   0,             0.98712,            0.098592,             0.10359,            0.088986,                 nan,                 nan,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.020296,            0.005978,                   0,             0.98707,            0.098592,             0.10411,             0.08928,                 nan,                 nan,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.018716,           0.0058305,                   0,             0.98742,            0.098592,             0.10438,            0.091245,                 nan,                 nan,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.017728,           0.0058421,                   0,             0.98756,            0.098592,             0.10454,             0.08992,                 nan,                 nan,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.019154,           0.0060493,                   0,              0.9878,            0.098592,             0.10436,            0.089967,                 nan,                 nan,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.019863,           0.0059392,                   0,             0.98792,            0.098592,             0.10433,            0.090512,                 nan,                 nan,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.018431,           0.0057089,                   0,             0.98779,            0.098592,             0.10416,            0.090613,                 nan,                 nan,                   0,            0.000298,            0.000298,            0.000298
