               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,            0.047534,           0.0093872,                   0,             0.85128,             0.98718,             0.95155,             0.54148,            0.044051,           0.0027869,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.040616,           0.0094248,                   0,             0.88785,             0.82759,             0.94756,             0.41844,            0.045371,           0.0028204,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.047246,           0.0087712,                   0,             0.88785,             0.82759,             0.94756,             0.41844,            0.045371,           0.0028204,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.048718,           0.0089127,                   0,             0.59034,             0.94433,             0.63578,             0.30994,            0.052545,           0.0027072,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.056145,           0.0084418,                   0,             0.59034,             0.94433,             0.63578,             0.30994,            0.052545,           0.0027072,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.055016,           0.0081763,                   0,             0.89862,             0.91726,              0.9662,             0.58496,            0.046664,           0.0027313,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,             0.04877,           0.0089044,                   0,             0.89862,             0.91726,              0.9662,             0.58496,            0.046664,           0.0027313,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.047421,            0.008323,                   0,             0.77803,             0.96695,             0.93486,              0.4539,            0.047554,            0.002739,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.042882,           0.0087616,                   0,             0.77803,             0.96695,             0.93486,              0.4539,            0.047554,            0.002739,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.050695,           0.0078933,                   0,             0.76143,             0.96552,             0.94444,             0.49574,            0.042428,           0.0027603,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.045019,           0.0084415,                   0,             0.76143,             0.96552,             0.94444,             0.49574,            0.042428,           0.0027603,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.044403,           0.0080719,                   0,             0.92521,             0.93103,             0.94547,             0.36526,            0.051172,           0.0027527,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.055697,            0.008864,                   0,             0.92521,             0.93103,             0.94547,             0.36526,            0.051172,           0.0027527,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.050171,            0.007704,                   0,             0.85194,             0.99225,             0.91934,             0.49076,            0.039699,           0.0028046,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.048653,           0.0089527,                   0,             0.85194,             0.99225,             0.91934,             0.49076,            0.039699,           0.0028046,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.045211,           0.0083589,                   0,             0.90351,             0.96879,             0.98626,             0.46978,            0.043303,           0.0028027,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.050169,           0.0084767,                   0,             0.90351,             0.96879,             0.98626,             0.46978,            0.043303,           0.0028027,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.048889,            0.008976,                   0,             0.96761,             0.96552,             0.99306,             0.51026,            0.038462,           0.0028104,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.047512,           0.0080134,                   0,             0.96761,             0.96552,             0.99306,             0.51026,            0.038462,           0.0028104,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.052392,           0.0089941,                   0,             0.85653,             0.86207,             0.87608,             0.37956,             0.04221,           0.0027924,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.040638,           0.0092701,                   0,             0.85653,             0.86207,             0.87608,             0.37956,             0.04221,           0.0027924,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.047997,           0.0082346,                   0,             0.84309,             0.96552,             0.97642,             0.57185,            0.035115,           0.0028314,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.042732,           0.0084474,                   0,             0.84309,             0.96552,             0.97642,             0.57185,            0.035115,           0.0028314,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.042715,           0.0080336,                   0,             0.71367,             0.96552,             0.87235,             0.51618,            0.041966,           0.0027573,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.044917,           0.0087241,                   0,             0.71367,             0.96552,             0.87235,             0.51618,            0.041966,           0.0027573,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.048423,           0.0097295,                   0,             0.98607,                   1,               0.995,             0.53399,              0.0376,            0.002789,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.038373,           0.0088432,                   0,             0.98607,                   1,               0.995,             0.53399,              0.0376,            0.002789,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.040225,           0.0080009,                   0,             0.98606,                   1,               0.995,              0.5813,            0.037181,            0.002764,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.038637,           0.0097919,                   0,             0.98606,                   1,               0.995,              0.5813,            0.037181,            0.002764,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.045291,           0.0079612,                   0,             0.89706,                   1,              0.9342,             0.43538,            0.038551,           0.0027789,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.043643,           0.0090021,                   0,             0.89706,                   1,              0.9342,             0.43538,            0.038551,           0.0027789,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.046194,           0.0083482,                   0,             0.92497,             0.96552,              0.9572,             0.49032,            0.036139,            0.002771,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.041992,           0.0089334,                   0,             0.92497,             0.96552,              0.9572,             0.49032,            0.036139,            0.002771,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.039179,           0.0081757,                   0,              0.9915,                   1,               0.995,             0.55335,            0.033385,           0.0027649,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.041239,           0.0078694,                   0,              0.9915,                   1,               0.995,             0.55335,            0.033385,           0.0027649,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.039595,           0.0083699,                   0,             0.87862,             0.99848,             0.89924,             0.49794,            0.032097,            0.002774,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.041836,           0.0080982,                   0,             0.87862,             0.99848,             0.89924,             0.49794,            0.032097,            0.002774,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.043176,           0.0084272,                   0,             0.93347,             0.96773,             0.97755,             0.52474,            0.044182,           0.0025952,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.048255,           0.0085149,                   0,             0.93347,             0.96773,             0.97755,             0.52474,            0.044182,           0.0025952,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.048213,           0.0082864,                   0,             0.99307,                   1,               0.995,             0.55101,            0.044052,           0.0026083,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.047948,           0.0089566,                   0,             0.99307,                   1,               0.995,             0.55101,            0.044052,           0.0026083,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.047443,           0.0073874,                   0,                   1,             0.95807,             0.99306,             0.58518,            0.038471,           0.0026428,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.043626,           0.0081522,                   0,                   1,             0.95807,             0.99306,             0.58518,            0.038471,           0.0026428,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.041642,           0.0088857,                   0,                   1,               0.988,               0.995,             0.57671,            0.039418,            0.002605,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.042455,           0.0084966,                   0,                   1,               0.988,               0.995,             0.57671,            0.039418,            0.002605,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.045959,           0.0090016,                   0,             0.93493,             0.99111,             0.98613,               0.674,            0.040298,           0.0025732,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.042652,           0.0079652,                   0,             0.93493,             0.99111,             0.98613,               0.674,            0.040298,           0.0025732,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.038178,           0.0088564,                   0,             0.80215,             0.97888,              0.8817,             0.59177,            0.038895,           0.0025601,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,              0.0383,           0.0086016,                   0,             0.80215,             0.97888,              0.8817,             0.59177,            0.038895,           0.0025601,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.045941,           0.0085739,                   0,             0.96295,                   1,               0.994,             0.57841,             0.03738,           0.0025476,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.039461,            0.007897,                   0,             0.96295,                   1,               0.994,             0.57841,             0.03738,           0.0025476,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.044306,           0.0079111,                   0,                   1,             0.99246,               0.995,             0.59028,            0.037055,           0.0025806,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.045836,           0.0070784,                   0,                   1,             0.99246,               0.995,             0.59028,            0.037055,           0.0025806,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.043982,           0.0082101,                   0,             0.96585,              0.9754,               0.994,              0.7295,            0.034757,           0.0025513,                   0,            0.005644,            0.005644,            0.005644
                 222,             0.04327,           0.0088264,                   0,             0.96585,              0.9754,               0.994,              0.7295,            0.034757,           0.0025513,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.044031,           0.0084042,                   0,             0.95905,                   1,               0.994,             0.60291,            0.034122,           0.0025629,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.039247,           0.0078614,                   0,             0.95905,                   1,               0.994,             0.60291,            0.034122,           0.0025629,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,             0.04641,           0.0074279,                   0,             0.75875,             0.96552,             0.94649,             0.61322,            0.043894,           0.0025024,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.050926,           0.0082238,                   0,             0.75875,             0.96552,             0.94649,             0.61322,            0.043894,           0.0025024,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.053009,           0.0085517,                   0,             0.75346,             0.96552,             0.90916,              0.5292,             0.03817,           0.0024847,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.042321,           0.0084217,                   0,             0.75346,             0.96552,             0.90916,              0.5292,             0.03817,           0.0024847,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.050878,           0.0069822,                   0,             0.95861,                   1,               0.994,             0.74157,            0.035612,           0.0024799,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.038058,            0.008064,                   0,             0.95861,                   1,               0.994,             0.74157,            0.035612,           0.0024799,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.044892,           0.0076416,                   0,             0.96276,                   1,               0.994,             0.70041,            0.036492,           0.0024597,                   0,            0.005446,            0.005446,            0.005446
                 232,             0.03992,           0.0081169,                   0,             0.96276,                   1,               0.994,             0.70041,            0.036492,           0.0024597,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.037491,           0.0075921,                   0,              0.9794,                   1,               0.995,             0.54791,            0.042568,           0.0024829,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.045377,           0.0087215,                   0,              0.9794,                   1,               0.995,             0.54791,            0.042568,           0.0024829,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.048168,           0.0084575,                   0,             0.95893,                   1,               0.995,              0.6987,            0.039012,           0.0024814,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.038045,           0.0083671,                   0,             0.95893,                   1,               0.995,              0.6987,            0.039012,           0.0024814,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.041571,           0.0080798,                   0,             0.96116,                   1,               0.995,             0.69832,            0.036471,            0.002439,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.039255,           0.0075197,                   0,             0.96116,                   1,               0.995,             0.69832,            0.036471,            0.002439,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.039732,           0.0082972,                   0,             0.96479,                   1,               0.995,             0.71991,            0.038875,           0.0024216,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.040131,           0.0083033,                   0,             0.96479,                   1,               0.995,             0.71991,            0.038875,           0.0024216,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.042867,           0.0082321,                   0,             0.97434,                   1,               0.995,             0.67925,             0.03611,           0.0024411,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.038317,           0.0086901,                   0,             0.97434,                   1,               0.995,             0.67925,             0.03611,           0.0024411,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.043166,           0.0076568,                   0,                   1,             0.99915,               0.995,             0.67312,            0.038002,           0.0024667,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.040723,           0.0072577,                   0,                   1,             0.99915,               0.995,             0.67312,            0.038002,           0.0024667,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.041817,           0.0079049,                   0,             0.99837,                   1,               0.995,             0.61774,            0.035964,           0.0024542,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.042003,           0.0076501,                   0,             0.99837,                   1,               0.995,             0.61774,            0.035964,           0.0024542,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.041135,           0.0072899,                   0,             0.95772,                   1,             0.98467,             0.60821,            0.042113,           0.0024219,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.037003,           0.0066314,                   0,             0.95772,                   1,             0.98467,             0.60821,            0.042113,           0.0024219,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.038493,           0.0083045,                   0,                   1,             0.99991,               0.995,             0.68676,            0.033269,           0.0024652,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.041191,           0.0083205,                   0,                   1,             0.99991,               0.995,             0.68676,            0.033269,           0.0024652,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.035684,           0.0073839,                   0,             0.90352,              0.9689,             0.98398,             0.56244,            0.035455,           0.0024808,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.037365,           0.0081241,                   0,             0.90352,              0.9689,             0.98398,             0.56244,            0.035455,           0.0024808,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.037196,           0.0072277,                   0,             0.95889,                   1,             0.98467,             0.75356,            0.035739,           0.0024646,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.037614,           0.0094993,                   0,             0.95889,                   1,             0.98467,             0.75356,            0.035739,           0.0024646,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.037925,           0.0080497,                   0,             0.99213,                   1,               0.995,             0.70017,            0.037321,           0.0024411,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.039503,           0.0078554,                   0,             0.99213,                   1,               0.995,             0.70017,            0.037321,           0.0024411,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.029754,           0.0082389,                   0,             0.99271,                   1,               0.995,             0.69783,            0.042986,           0.0024033,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.038903,           0.0075774,                   0,             0.99271,                   1,               0.995,             0.69783,            0.042986,           0.0024033,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,             0.03934,           0.0086978,                   0,              0.9926,                   1,               0.995,             0.69859,            0.039972,            0.002373,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.032333,            0.006586,                   0,              0.9926,                   1,               0.995,             0.69859,            0.039972,            0.002373,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,             0.03499,           0.0080876,                   0,                   1,             0.99262,               0.995,             0.71808,            0.036674,           0.0023801,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.033742,           0.0074566,                   0,                   1,             0.99262,               0.995,             0.71808,            0.036674,           0.0023801,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.037621,           0.0087176,                   0,             0.99525,                   1,               0.995,             0.70252,            0.034825,           0.0024286,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.036572,           0.0084513,                   0,             0.99525,                   1,               0.995,             0.70252,            0.034825,           0.0024286,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,             0.03873,           0.0080662,                   0,             0.85269,             0.99805,             0.87105,             0.52506,            0.032558,           0.0025204,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.046471,            0.007725,                   0,             0.85269,             0.99805,             0.87105,             0.52506,            0.032558,           0.0025204,                   0,            0.004753,            0.004753,            0.004753
                 267,             0.03572,           0.0077647,                   0,             0.99625,                   1,               0.995,             0.64274,            0.032173,           0.0024796,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,             0.03196,           0.0082702,                   0,             0.99625,                   1,               0.995,             0.64274,            0.032173,           0.0024796,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.031326,           0.0075046,                   0,             0.93463,             0.98638,             0.93758,             0.66494,            0.031842,           0.0024863,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.033261,           0.0070833,                   0,             0.93463,             0.98638,             0.93758,             0.66494,            0.031842,           0.0024863,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,             0.03717,           0.0083758,                   0,             0.99665,                   1,               0.995,             0.74083,             0.03191,           0.0024216,                   0,            0.004654,            0.004654,            0.004654
                 272,            0.032094,           0.0070417,                   0,             0.99665,                   1,               0.995,             0.74083,             0.03191,           0.0024216,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.033353,           0.0068394,                   0,             0.99681,                   1,               0.995,             0.70486,            0.028756,           0.0024408,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,            0.033984,           0.0076088,                   0,             0.99681,                   1,               0.995,             0.70486,            0.028756,           0.0024408,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.037922,           0.0071361,                   0,             0.99734,                   1,               0.995,             0.68607,            0.033918,           0.0023776,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,             0.03811,           0.0064742,                   0,             0.99734,                   1,               0.995,             0.68607,            0.033918,           0.0023776,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.039285,           0.0083137,                   0,             0.99786,                   1,               0.995,             0.62727,            0.031553,           0.0024179,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.032592,           0.0076949,                   0,             0.99786,                   1,               0.995,             0.62727,            0.031553,           0.0024179,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.037661,           0.0088951,                   0,             0.99856,                   1,               0.995,             0.69725,            0.034571,           0.0023016,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.038889,           0.0085771,                   0,             0.99856,                   1,               0.995,             0.69725,            0.034571,           0.0023016,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.039688,           0.0070585,                   0,             0.99856,                   1,               0.995,             0.43135,            0.036081,           0.0023712,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.034786,           0.0077118,                   0,             0.99856,                   1,               0.995,             0.43135,            0.036081,           0.0023712,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.032555,           0.0076329,                   0,             0.99856,                   1,               0.995,             0.66031,              0.0337,           0.0022998,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.038882,           0.0073563,                   0,             0.99856,                   1,               0.995,             0.66031,              0.0337,           0.0022998,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.036823,           0.0076678,                   0,             0.99801,                   1,               0.995,             0.68877,            0.029449,           0.0022748,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.033612,           0.0074261,                   0,             0.99801,                   1,               0.995,             0.68877,            0.029449,           0.0022748,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.030884,            0.007058,                   0,             0.99807,                   1,               0.995,             0.75499,             0.02884,           0.0022583,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.034983,            0.007422,                   0,             0.99807,                   1,               0.995,             0.75499,             0.02884,           0.0022583,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.032106,           0.0080103,                   0,             0.99847,                   1,               0.995,             0.73589,            0.031556,           0.0022595,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,              0.0338,           0.0073054,                   0,             0.99847,                   1,               0.995,             0.73589,            0.031556,           0.0022595,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,             0.03449,           0.0069201,                   0,                   1,              0.9987,               0.995,             0.66808,            0.029418,           0.0022528,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.037427,           0.0072863,                   0,                   1,              0.9987,               0.995,             0.66808,            0.029418,           0.0022528,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,             0.03692,           0.0072063,                   0,             0.99805,                   1,               0.995,             0.73804,             0.02651,           0.0022507,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.035839,           0.0070904,                   0,             0.99805,                   1,               0.995,             0.73804,             0.02651,           0.0022507,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.033778,           0.0068552,                   0,                   1,             0.99933,               0.995,             0.65608,            0.034707,           0.0022498,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.035681,           0.0069345,                   0,                   1,             0.99933,               0.995,             0.65608,            0.034707,           0.0022498,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.038901,           0.0074626,                   0,             0.99877,                   1,               0.995,             0.72237,            0.025336,           0.0022552,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.038714,           0.0074583,                   0,             0.99877,                   1,               0.995,             0.72237,            0.025336,           0.0022552,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.033894,           0.0076065,                   0,                   1,             0.99593,               0.995,             0.75382,            0.028262,           0.0022516,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.034163,           0.0076847,                   0,                   1,             0.99593,               0.995,             0.75382,            0.028262,           0.0022516,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,             0.03416,           0.0078508,                   0,                   1,             0.99973,               0.995,             0.76358,             0.02726,           0.0022137,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.033163,            0.006507,                   0,                   1,             0.99973,               0.995,             0.76358,             0.02726,           0.0022137,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,             0.03343,           0.0081786,                   0,             0.99952,                   1,               0.995,             0.71372,            0.027517,           0.0022226,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.036498,           0.0069577,                   0,             0.99952,                   1,               0.995,             0.71372,            0.027517,           0.0022226,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.027906,           0.0065332,                   0,             0.79761,             0.96552,               0.909,             0.63815,             0.03256,           0.0022571,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,            0.033928,           0.0069126,                   0,             0.79761,             0.96552,               0.909,             0.63815,             0.03256,           0.0022571,                   0,            0.003961,            0.003961,            0.003961
                 307,            0.036836,           0.0066897,                   0,              0.9978,                   1,               0.995,             0.74709,            0.026142,           0.0022174,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,            0.035647,           0.0071934,                   0,              0.9978,                   1,               0.995,             0.74709,            0.026142,           0.0022174,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.029988,            0.006826,                   0,             0.99747,                   1,               0.995,             0.71784,            0.027598,           0.0022302,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.035485,           0.0067785,                   0,             0.99747,                   1,               0.995,             0.71784,            0.027598,           0.0022302,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.033736,           0.0077312,                   0,              0.9976,                   1,               0.995,             0.76419,            0.025619,           0.0021964,                   0,            0.003862,            0.003862,            0.003862
                 312,            0.033632,           0.0080035,                   0,              0.9976,                   1,               0.995,             0.76419,            0.025619,           0.0021964,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.031551,           0.0077079,                   0,             0.99788,                   1,               0.995,             0.65911,            0.028486,           0.0022348,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.037145,            0.006341,                   0,             0.99788,                   1,               0.995,             0.65911,            0.028486,           0.0022348,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.033495,           0.0074829,                   0,             0.99738,                   1,               0.995,             0.76423,             0.02339,           0.0021869,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.030651,           0.0082994,                   0,             0.99738,                   1,               0.995,             0.76423,             0.02339,           0.0021869,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.035477,           0.0075184,                   0,             0.99654,                   1,               0.995,              0.7787,            0.028626,           0.0021292,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.037727,           0.0065276,                   0,             0.99654,                   1,               0.995,              0.7787,            0.028626,           0.0021292,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.034073,           0.0068656,                   0,             0.99612,                   1,               0.995,             0.69154,            0.032022,           0.0021768,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.034082,           0.0071251,                   0,             0.99612,                   1,               0.995,             0.69154,            0.032022,           0.0021768,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.034427,           0.0073032,                   0,              0.9964,                   1,               0.995,             0.72009,            0.022761,           0.0021759,                   0,            0.003664,            0.003664,            0.003664
                 322,            0.031403,           0.0072839,                   0,              0.9964,                   1,               0.995,             0.72009,            0.022761,           0.0021759,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,            0.037834,           0.0074013,                   0,             0.99633,                   1,               0.995,             0.74448,            0.028444,           0.0021808,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.033899,           0.0073717,                   0,             0.99633,                   1,               0.995,             0.74448,            0.028444,           0.0021808,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.035521,           0.0076816,                   0,             0.99745,                   1,               0.995,             0.76959,             0.02676,           0.0021146,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.034207,           0.0068885,                   0,             0.99745,                   1,               0.995,             0.76959,             0.02676,           0.0021146,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.031195,           0.0066644,                   0,             0.99736,                   1,               0.995,             0.79002,            0.028249,           0.0021259,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.033754,           0.0069474,                   0,             0.99736,                   1,               0.995,             0.79002,            0.028249,           0.0021259,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,            0.030369,           0.0065338,                   0,             0.99644,                   1,               0.995,             0.71607,            0.027798,           0.0021198,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.034753,           0.0068633,                   0,             0.99644,                   1,               0.995,             0.71607,            0.027798,           0.0021198,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.031938,           0.0070722,                   0,             0.99686,                   1,               0.995,              0.8037,            0.027218,           0.0021149,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.031333,           0.0070502,                   0,             0.99686,                   1,               0.995,              0.8037,            0.027218,           0.0021149,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,            0.029435,           0.0065767,                   0,             0.99546,                   1,               0.995,             0.72095,            0.025249,           0.0021301,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.028117,           0.0072782,                   0,             0.99546,                   1,               0.995,             0.72095,            0.025249,           0.0021301,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,              0.0316,           0.0072767,                   0,             0.99531,                   1,               0.995,             0.79245,            0.024645,           0.0021155,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.030351,            0.006931,                   0,             0.99531,                   1,               0.995,             0.79245,            0.024645,           0.0021155,                   0,            0.003367,            0.003367,            0.003367
                 337,            0.035003,           0.0081929,                   0,             0.99436,                   1,               0.995,             0.75597,            0.024695,           0.0021146,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,            0.035528,           0.0072679,                   0,             0.99436,                   1,               0.995,             0.75597,            0.024695,           0.0021146,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,            0.034523,           0.0080295,                   0,             0.99385,                   1,               0.995,             0.74278,             0.02533,           0.0021439,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,            0.032064,           0.0067419,                   0,             0.99385,                   1,               0.995,             0.74278,             0.02533,           0.0021439,                   0,           0.0032878,           0.0032878,           0.0032878
