               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  43,             0.10122,            0.012053,                   0,            0.041374,             0.27586,            0.031333,           0.0093876,             0.10444,           0.0033765,                   0,            0.020959,           0.0079593,           0.0079593
                  44,              0.1024,            0.013855,                   0,            0.041374,             0.27586,            0.031333,           0.0093876,             0.10444,           0.0033765,                   0,            0.019125,           0.0081246,           0.0081246
                  45,             0.10218,            0.013451,                   0,            0.092062,              0.2069,            0.043152,            0.014593,             0.10563,            0.003322,                   0,            0.017289,           0.0082892,           0.0082892
                  46,             0.10221,            0.012592,                   0,            0.092062,              0.2069,            0.043152,            0.014593,             0.10563,            0.003322,                   0,            0.015453,            0.008453,            0.008453
                  47,             0.10112,            0.013436,                   0,            0.091406,             0.24138,            0.062358,            0.016872,             0.10545,           0.0033336,                   0,            0.013616,           0.0086159,           0.0086159
                  48,             0.10283,            0.012094,                   0,            0.091406,             0.24138,            0.062358,            0.016872,             0.10545,           0.0033336,                   0,            0.011778,           0.0087781,           0.0087781
                  49,            0.095499,            0.012797,                   0,             0.22609,              0.2069,             0.14669,            0.044671,              0.1098,           0.0032579,                   0,           0.0099395,           0.0089395,           0.0089395
                  50,            0.095469,            0.012489,                   0,             0.22609,              0.2069,             0.14669,            0.044671,              0.1098,           0.0032579,                   0,             0.00901,             0.00901,             0.00901
                  51,            0.098757,            0.012179,                   0,              0.2134,             0.13793,             0.11523,              0.0325,             0.10971,           0.0032968,                   0,             0.00901,             0.00901,             0.00901
                  52,             0.09792,            0.012167,                   0,              0.2134,             0.13793,             0.11523,              0.0325,             0.10971,           0.0032968,                   0,           0.0089902,           0.0089902,           0.0089902
                  53,            0.098143,            0.014087,                   0,             0.22135,             0.25511,             0.13994,            0.034217,             0.11168,           0.0034354,                   0,           0.0089704,           0.0089704,           0.0089704
                  54,            0.097101,            0.013067,                   0,             0.22135,             0.25511,             0.13994,            0.034217,             0.11168,           0.0034354,                   0,           0.0089506,           0.0089506,           0.0089506
                  55,            0.099667,            0.011934,                   0,             0.17513,             0.27586,             0.20464,            0.044804,             0.10903,           0.0034767,                   0,           0.0089308,           0.0089308,           0.0089308
                  56,            0.094439,            0.013007,                   0,             0.17513,             0.27586,             0.20464,            0.044804,             0.10903,           0.0034767,                   0,            0.008911,            0.008911,            0.008911
                  57,            0.099732,            0.012215,                   0,             0.29136,             0.24138,             0.17904,            0.066999,             0.10935,           0.0034821,                   0,           0.0088912,           0.0088912,           0.0088912
                  58,            0.099004,            0.013685,                   0,             0.29136,             0.24138,             0.17904,            0.066999,             0.10935,           0.0034821,                   0,           0.0088714,           0.0088714,           0.0088714
                  59,            0.094824,            0.014169,                   0,             0.31231,             0.27586,             0.20842,            0.084137,             0.10516,           0.0035226,                   0,           0.0088516,           0.0088516,           0.0088516
                  60,            0.093708,            0.012746,                   0,             0.31231,             0.27586,             0.20842,            0.084137,             0.10516,           0.0035226,                   0,           0.0088318,           0.0088318,           0.0088318
                  61,            0.097252,            0.014197,                   0,             0.19535,             0.27586,             0.21505,            0.079022,             0.10302,            0.003508,                   0,            0.008812,            0.008812,            0.008812
                  62,            0.088399,            0.012936,                   0,             0.19535,             0.27586,             0.21505,            0.079022,             0.10302,            0.003508,                   0,           0.0087922,           0.0087922,           0.0087922
                  63,            0.090463,            0.014225,                   0,             0.25783,             0.44828,             0.23419,            0.068049,            0.099288,           0.0035602,                   0,           0.0087724,           0.0087724,           0.0087724
                  64,            0.091467,            0.015412,                   0,             0.25783,             0.44828,             0.23419,            0.068049,            0.099288,           0.0035602,                   0,           0.0087526,           0.0087526,           0.0087526
                  65,            0.092359,            0.013251,                   0,             0.41087,             0.37931,             0.31074,            0.077894,             0.10108,           0.0036002,                   0,           0.0087328,           0.0087328,           0.0087328
                  66,            0.089049,            0.014075,                   0,             0.41087,             0.37931,             0.31074,            0.077894,             0.10108,           0.0036002,                   0,            0.008713,            0.008713,            0.008713
                  67,            0.089418,            0.012906,                   0,             0.42212,             0.41379,             0.31887,            0.074179,             0.10006,           0.0035837,                   0,           0.0086932,           0.0086932,           0.0086932
                  68,            0.094347,            0.014617,                   0,             0.42212,             0.41379,             0.31887,            0.074179,             0.10006,           0.0035837,                   0,           0.0086734,           0.0086734,           0.0086734
                  69,             0.09201,            0.014502,                   0,             0.39388,             0.37931,             0.27763,             0.06856,            0.098432,           0.0037137,                   0,           0.0086536,           0.0086536,           0.0086536
                  70,            0.087917,            0.013345,                   0,             0.39388,             0.37931,             0.27763,             0.06856,            0.098432,           0.0037137,                   0,           0.0086338,           0.0086338,           0.0086338
                  71,             0.08791,            0.012493,                   0,             0.22408,             0.41379,             0.21779,            0.055891,             0.10083,           0.0038515,                   0,            0.008614,            0.008614,            0.008614
                  72,             0.08867,            0.014645,                   0,             0.22408,             0.41379,             0.21779,            0.055891,             0.10083,           0.0038515,                   0,           0.0085942,           0.0085942,           0.0085942
                  73,            0.082559,            0.012587,                   0,             0.35814,             0.42349,             0.38071,            0.099726,            0.094593,           0.0040012,                   0,           0.0085744,           0.0085744,           0.0085744
                  74,            0.087778,            0.013328,                   0,             0.35814,             0.42349,             0.38071,            0.099726,            0.094593,           0.0040012,                   0,           0.0085546,           0.0085546,           0.0085546
                  75,            0.078731,            0.012405,                   0,             0.37656,             0.31034,             0.31055,            0.065191,             0.08828,           0.0041171,                   0,           0.0085348,           0.0085348,           0.0085348
                  76,            0.078627,            0.012938,                   0,             0.37656,             0.31034,             0.31055,            0.065191,             0.08828,           0.0041171,                   0,            0.008515,            0.008515,            0.008515
                  77,            0.080151,            0.013611,                   0,             0.58135,             0.37931,              0.4748,             0.13694,            0.085856,           0.0041962,                   0,           0.0084952,           0.0084952,           0.0084952
                  78,            0.084779,            0.014546,                   0,             0.58135,             0.37931,              0.4748,             0.13694,            0.085856,           0.0041962,                   0,           0.0084754,           0.0084754,           0.0084754
                  79,            0.078629,            0.014503,                   0,             0.56617,             0.41379,             0.49805,             0.14174,            0.088504,           0.0041656,                   0,           0.0084556,           0.0084556,           0.0084556
                  80,            0.077059,            0.013843,                   0,             0.56617,             0.41379,             0.49805,             0.14174,            0.088504,           0.0041656,                   0,           0.0084358,           0.0084358,           0.0084358
                  81,            0.076552,             0.01318,                   0,             0.29739,             0.51724,             0.34828,             0.10169,            0.090557,           0.0041046,                   0,            0.008416,            0.008416,            0.008416
                  82,            0.078572,            0.012974,                   0,             0.29739,             0.51724,             0.34828,             0.10169,            0.090557,           0.0041046,                   0,           0.0083962,           0.0083962,           0.0083962
                  83,            0.076191,            0.011678,                   0,             0.47597,             0.37931,             0.45023,             0.12959,            0.083486,           0.0041696,                   0,           0.0083764,           0.0083764,           0.0083764
                  84,            0.075363,            0.013483,                   0,             0.47597,             0.37931,             0.45023,             0.12959,            0.083486,           0.0041696,                   0,           0.0083566,           0.0083566,           0.0083566
                  85,            0.074033,            0.013132,                   0,             0.40686,             0.55172,             0.50433,             0.16296,            0.081145,           0.0041428,                   0,           0.0083368,           0.0083368,           0.0083368
                  86,            0.075537,            0.012361,                   0,             0.40686,             0.55172,             0.50433,             0.16296,            0.081145,           0.0041428,                   0,            0.008317,            0.008317,            0.008317
                  87,            0.071317,            0.013066,                   0,             0.53953,             0.48276,             0.58365,              0.1461,            0.086902,           0.0042099,                   0,           0.0082972,           0.0082972,           0.0082972
                  88,            0.070985,            0.011865,                   0,             0.53953,             0.48276,             0.58365,              0.1461,            0.086902,           0.0042099,                   0,           0.0082774,           0.0082774,           0.0082774
                  89,            0.072897,            0.010609,                   0,              0.3736,              0.7931,             0.59717,              0.1952,            0.081652,           0.0043396,                   0,           0.0082576,           0.0082576,           0.0082576
                  90,            0.073831,            0.011656,                   0,              0.3736,              0.7931,             0.59717,              0.1952,            0.081652,           0.0043396,                   0,           0.0082378,           0.0082378,           0.0082378
                  91,            0.069991,            0.010704,                   0,             0.44052,             0.68966,             0.55368,             0.16853,            0.080416,           0.0044165,                   0,            0.008218,            0.008218,            0.008218
                  92,            0.070345,            0.011818,                   0,             0.44052,             0.68966,             0.55368,             0.16853,            0.080416,           0.0044165,                   0,           0.0081982,           0.0081982,           0.0081982
                  93,            0.066586,            0.011551,                   0,             0.43578,             0.82759,             0.64454,             0.20119,            0.080454,           0.0044861,                   0,           0.0081784,           0.0081784,           0.0081784
                  94,             0.06883,            0.010106,                   0,             0.43578,             0.82759,             0.64454,             0.20119,            0.080454,           0.0044861,                   0,           0.0081586,           0.0081586,           0.0081586
                  95,            0.072142,            0.011622,                   0,             0.31322,             0.65517,             0.34203,            0.084727,            0.087131,           0.0046887,                   0,           0.0081388,           0.0081388,           0.0081388
                  96,             0.07417,            0.010034,                   0,             0.31322,             0.65517,             0.34203,            0.084727,            0.087131,           0.0046887,                   0,            0.008119,            0.008119,            0.008119
                  97,            0.072845,            0.012551,                   0,             0.37127,              0.7931,             0.42203,               0.135,            0.078877,           0.0045148,                   0,           0.0080992,           0.0080992,           0.0080992
                  98,            0.070849,            0.010697,                   0,             0.37127,              0.7931,             0.42203,               0.135,            0.078877,           0.0045148,                   0,           0.0080794,           0.0080794,           0.0080794
                  99,            0.069856,            0.011827,                   0,             0.36656,             0.75862,              0.6043,             0.19091,            0.076784,           0.0042426,                   0,           0.0080596,           0.0080596,           0.0080596
                 100,            0.066591,            0.010818,                   0,             0.36656,             0.75862,              0.6043,             0.19091,            0.076784,           0.0042426,                   0,           0.0080398,           0.0080398,           0.0080398
                 101,            0.066411,            0.011047,                   0,             0.29252,             0.82759,             0.32941,             0.11379,             0.07295,           0.0041492,                   0,             0.00802,             0.00802,             0.00802
                 102,            0.063848,            0.011334,                   0,             0.29252,             0.82759,             0.32941,             0.11379,             0.07295,           0.0041492,                   0,           0.0080002,           0.0080002,           0.0080002
                 103,            0.071848,            0.010068,                   0,             0.32227,             0.65517,             0.34082,             0.14058,            0.072571,           0.0039871,                   0,           0.0079804,           0.0079804,           0.0079804
                 104,            0.066548,            0.011284,                   0,             0.32227,             0.65517,             0.34082,             0.14058,            0.072571,           0.0039871,                   0,           0.0079606,           0.0079606,           0.0079606
                 105,            0.066608,             0.01042,                   0,             0.50107,             0.65806,             0.60282,             0.17415,            0.078199,           0.0035028,                   0,           0.0079408,           0.0079408,           0.0079408
                 106,            0.064256,            0.010162,                   0,             0.50107,             0.65806,             0.60282,             0.17415,            0.078199,           0.0035028,                   0,            0.007921,            0.007921,            0.007921
                 107,            0.072157,            0.010535,                   0,             0.28836,             0.72659,             0.34764,             0.13651,             0.06669,           0.0036829,                   0,           0.0079012,           0.0079012,           0.0079012
                 108,             0.06655,            0.011864,                   0,             0.28836,             0.72659,             0.34764,             0.13651,             0.06669,           0.0036829,                   0,           0.0078814,           0.0078814,           0.0078814
                 109,            0.061224,            0.011482,                   0,             0.34979,             0.82759,             0.38927,             0.13664,            0.069001,           0.0035608,                   0,           0.0078616,           0.0078616,           0.0078616
                 110,            0.064301,            0.010376,                   0,             0.34979,             0.82759,             0.38927,             0.13664,            0.069001,           0.0035608,                   0,           0.0078418,           0.0078418,           0.0078418
                 111,            0.064649,           0.0094957,                   0,             0.46156,             0.82759,             0.56196,             0.22303,            0.059377,           0.0035031,                   0,            0.007822,            0.007822,            0.007822
                 112,            0.063745,            0.009419,                   0,             0.46156,             0.82759,             0.56196,             0.22303,            0.059377,           0.0035031,                   0,           0.0078022,           0.0078022,           0.0078022
                 113,            0.061271,            0.010273,                   0,             0.48167,              0.7931,             0.53754,             0.17776,            0.065168,           0.0034308,                   0,           0.0077824,           0.0077824,           0.0077824
                 114,            0.062365,            0.011128,                   0,             0.48167,              0.7931,             0.53754,             0.17776,            0.065168,           0.0034308,                   0,           0.0077626,           0.0077626,           0.0077626
                 115,              0.0577,            0.011243,                   0,             0.50832,              0.7488,             0.67484,             0.28355,            0.067257,           0.0030426,                   0,           0.0077428,           0.0077428,           0.0077428
                 116,             0.06171,            0.010183,                   0,             0.50832,              0.7488,             0.67484,             0.28355,            0.067257,           0.0030426,                   0,            0.007723,            0.007723,            0.007723
                 117,             0.06021,             0.01129,                   0,             0.58414,             0.89655,             0.68094,             0.26368,            0.061454,           0.0031534,                   0,           0.0077032,           0.0077032,           0.0077032
                 118,            0.058253,            0.010569,                   0,             0.58414,             0.89655,             0.68094,             0.26368,            0.061454,           0.0031534,                   0,           0.0076834,           0.0076834,           0.0076834
                 119,            0.057793,            0.012445,                   0,             0.58325,             0.72389,              0.6531,              0.2477,             0.05432,           0.0033588,                   0,           0.0076636,           0.0076636,           0.0076636
                 120,            0.051106,            0.010052,                   0,             0.58325,             0.72389,              0.6531,              0.2477,             0.05432,           0.0033588,                   0,           0.0076438,           0.0076438,           0.0076438
                 121,              0.0546,             0.01141,                   0,             0.50648,             0.70799,             0.58186,              0.2077,            0.061288,           0.0032291,                   0,            0.007624,            0.007624,            0.007624
                 122,             0.05383,            0.010186,                   0,             0.50648,             0.70799,             0.58186,              0.2077,            0.061288,           0.0032291,                   0,           0.0076042,           0.0076042,           0.0076042
                 123,            0.056301,            0.010647,                   0,             0.81437,             0.75648,             0.87124,             0.33366,            0.055687,           0.0032828,                   0,           0.0075844,           0.0075844,           0.0075844
                 124,            0.048061,            0.010257,                   0,             0.81437,             0.75648,             0.87124,             0.33366,            0.055687,           0.0032828,                   0,           0.0075646,           0.0075646,           0.0075646
                 125,            0.053414,           0.0098444,                   0,             0.56185,             0.75185,             0.64826,             0.24782,            0.060312,            0.003233,                   0,           0.0075448,           0.0075448,           0.0075448
                 126,            0.054777,            0.011107,                   0,             0.56185,             0.75185,             0.64826,             0.24782,            0.060312,            0.003233,                   0,            0.007525,            0.007525,            0.007525
                 127,            0.052018,           0.0092105,                   0,             0.47702,             0.75862,             0.61003,             0.25476,            0.063547,           0.0031851,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,            0.061269,           0.0089166,                   0,             0.47702,             0.75862,             0.61003,             0.25476,            0.063547,           0.0031851,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,            0.058606,           0.0091068,                   0,             0.50812,             0.75862,             0.63034,             0.20862,            0.061672,           0.0030231,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,            0.055734,            0.009524,                   0,             0.50812,             0.75862,             0.63034,             0.20862,            0.061672,           0.0030231,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,            0.054937,            0.011172,                   0,              0.5231,              0.7931,             0.69177,             0.32899,            0.053423,           0.0030981,                   0,            0.007426,            0.007426,            0.007426
                 132,            0.057841,           0.0087635,                   0,              0.5231,              0.7931,             0.69177,             0.32899,            0.053423,           0.0030981,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,             0.05636,           0.0093542,                   0,             0.53902,             0.84691,             0.63088,             0.20754,            0.068123,           0.0029651,                   0,           0.0073864,           0.0073864,           0.0073864
                 134,            0.063444,           0.0088349,                   0,             0.53902,             0.84691,             0.63088,             0.20754,            0.068123,           0.0029651,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,            0.061409,            0.010636,                   0,             0.55473,             0.90227,             0.60437,             0.26358,            0.058188,            0.002933,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,            0.052546,            0.010624,                   0,             0.55473,             0.90227,             0.60437,             0.26358,            0.058188,            0.002933,                   0,            0.007327,            0.007327,            0.007327
                 137,            0.053507,           0.0096183,                   0,             0.79522,             0.82759,             0.85634,             0.32636,             0.05831,           0.0030023,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,            0.051497,           0.0088953,                   0,             0.79522,             0.82759,             0.85634,             0.32636,             0.05831,           0.0030023,                   0,           0.0072874,           0.0072874,           0.0072874
                 139,            0.053608,           0.0092457,                   0,             0.81769,             0.89655,             0.91548,             0.41626,            0.048575,           0.0029498,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,             0.05228,           0.0089394,                   0,             0.81769,             0.89655,             0.91548,             0.41626,            0.048575,           0.0029498,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,            0.050169,           0.0080616,                   0,             0.49968,             0.82759,             0.55518,             0.25077,            0.063309,            0.002868,                   0,            0.007228,            0.007228,            0.007228
                 142,            0.056517,            0.009063,                   0,             0.49968,             0.82759,             0.55518,             0.25077,            0.063309,            0.002868,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,            0.050166,            0.010428,                   0,             0.60196,             0.89655,             0.71415,             0.28552,            0.058467,           0.0029303,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,            0.054066,            0.010307,                   0,             0.60196,             0.89655,             0.71415,             0.28552,            0.058467,           0.0029303,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,            0.054189,           0.0083757,                   0,             0.57234,             0.89655,             0.60833,             0.24915,            0.052153,            0.002912,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,            0.051975,           0.0091721,                   0,             0.57234,             0.89655,             0.60833,             0.24915,            0.052153,            0.002912,                   0,            0.007129,            0.007129,            0.007129
                 147,            0.050214,            0.009256,                   0,             0.57314,             0.93103,             0.64995,             0.32874,            0.055702,           0.0028439,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,            0.050148,           0.0091544,                   0,             0.57314,             0.93103,             0.64995,             0.32874,            0.055702,           0.0028439,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,            0.051551,           0.0089199,                   0,             0.52077,             0.96552,             0.65031,             0.27404,            0.052217,           0.0029388,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,            0.054765,           0.0087398,                   0,             0.52077,             0.96552,             0.65031,             0.27404,            0.052217,           0.0029388,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,            0.056774,           0.0087473,                   0,             0.77513,             0.83218,             0.90921,             0.41971,            0.048624,           0.0029422,                   0,             0.00703,             0.00703,             0.00703
                 152,            0.048444,            0.010283,                   0,             0.77513,             0.83218,             0.90921,             0.41971,            0.048624,           0.0029422,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,            0.045266,           0.0094034,                   0,             0.77979,             0.86207,               0.911,             0.39681,            0.056527,            0.002825,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,            0.048974,           0.0093883,                   0,             0.77979,             0.86207,               0.911,             0.39681,            0.056527,            0.002825,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,            0.053397,            0.010183,                   0,             0.87486,                   1,             0.96103,              0.4955,            0.046057,           0.0028632,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,            0.046237,           0.0084486,                   0,             0.87486,                   1,             0.96103,              0.4955,            0.046057,           0.0028632,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.044138,           0.0098241,                   0,             0.57541,             0.93468,             0.70514,             0.33256,            0.043506,           0.0029633,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.053575,            0.009465,                   0,             0.57541,             0.93468,             0.70514,             0.33256,            0.043506,           0.0029633,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.049751,           0.0081042,                   0,             0.56298,             0.86207,             0.69028,              0.3318,            0.051932,           0.0029166,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,            0.049886,           0.0089577,                   0,             0.56298,             0.86207,             0.69028,              0.3318,            0.051932,           0.0029166,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.056628,            0.008845,                   0,             0.68502,             0.97509,             0.92068,             0.49739,            0.047414,            0.002883,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.047174,           0.0086457,                   0,             0.68502,             0.97509,             0.92068,             0.49739,            0.047414,            0.002883,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,            0.044268,           0.0086291,                   0,             0.72726,             0.96552,                0.91,             0.47995,            0.045977,             0.00284,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,            0.049576,           0.0082626,                   0,             0.72726,             0.96552,                0.91,             0.47995,            0.045977,             0.00284,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,             0.04685,            0.009775,                   0,             0.60635,             0.95623,             0.73264,             0.38905,            0.052631,           0.0027835,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,            0.054842,           0.0093223,                   0,             0.60635,             0.95623,             0.73264,             0.38905,            0.052631,           0.0027835,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.047907,           0.0086347,                   0,             0.85128,             0.98718,             0.95155,             0.54148,            0.044051,           0.0027869,                   0,           0.0067132,           0.0067132,           0.0067132
